1645481333.788636923,day,snow,unpaved,junk,,
1645481333.814722061,day,snow,unpaved,junk,,
1645481333.848696947,day,snow,unpaved,junk,,
1645481333.882541895,day,snow,unpaved,junk,,
1645481333.915349960,day,snow,unpaved,junk,,
1645481333.949112892,day,snow,unpaved,junk,,
1645481333.981890917,day,snow,unpaved,junk,,
1645481334.015877008,day,snow,unpaved,junk,,
1645481334.048630953,day,snow,unpaved,junk,,
1645481334.082446098,day,snow,unpaved,junk,,
1645481334.115334988,day,snow,unpaved,junk,,
1645481334.149210930,day,snow,unpaved,junk,,
1645481334.181934118,day,snow,unpaved,junk,,
1645481334.215850115,day,snow,unpaved,junk,,
1645481334.248451948,day,snow,unpaved,junk,,
1645481334.282356024,day,snow,unpaved,junk,,
1645481334.315237999,day,snow,unpaved,junk,,
1645481334.349088907,day,snow,unpaved,junk,,
1645481334.381870031,day,snow,unpaved,junk,,
1645481334.415767908,day,snow,unpaved,junk,,
1645481334.448455095,day,snow,unpaved,junk,,
1645481334.482435942,day,snow,unpaved,junk,,
1645481334.515271902,day,snow,unpaved,junk,,
1645481334.549143076,day,snow,unpaved,junk,,
1645481334.581887960,day,snow,unpaved,junk,,
1645481334.615856886,day,snow,unpaved,junk,,
1645481334.648694038,day,snow,unpaved,junk,,
1645481334.682383060,day,snow,unpaved,junk,,
1645481334.715544939,day,snow,unpaved,junk,,
1645481334.749176979,day,snow,unpaved,junk,,
1645481334.781919003,day,snow,unpaved,junk,,
1645481334.815993071,day,snow,unpaved,junk,,
1645481334.848664999,day,snow,unpaved,junk,,
1645481334.882404089,day,snow,unpaved,junk,,
1645481334.915363073,day,snow,unpaved,junk,,
1645481334.949229002,day,snow,unpaved,junk,,
1645481334.981898069,day,snow,unpaved,junk,,
1645481335.016051054,day,snow,unpaved,junk,,
1645481335.048645020,day,snow,unpaved,junk,,
1645481335.082354069,day,snow,unpaved,junk,,
1645481335.115216970,day,snow,unpaved,junk,,
1645481335.149254084,day,snow,unpaved,junk,,
1645481335.181818962,day,snow,unpaved,junk,,
1645481335.215739012,day,snow,unpaved,junk,,
1645481335.248503923,day,snow,unpaved,junk,,
1645481335.282361031,day,snow,unpaved,junk,,
1645481335.315105915,day,snow,unpaved,junk,,
1645481335.349113941,day,snow,unpaved,junk,,
1645481335.381828070,day,snow,unpaved,junk,,
1645481335.415752888,day,snow,unpaved,junk,,
1645481335.448617935,day,snow,unpaved,junk,,
1645481335.482480049,day,snow,unpaved,junk,,
1645481335.515136957,day,snow,unpaved,junk,,
1645481335.549030066,day,snow,unpaved,junk,,
1645481335.581866026,day,snow,unpaved,junk,,
1645481335.615787029,day,snow,unpaved,junk,,
1645481335.648574114,day,snow,unpaved,junk,,
1645481335.682549953,day,snow,unpaved,junk,,
1645481335.715207100,day,snow,unpaved,junk,,
1645481335.749061108,day,snow,unpaved,junk,,
1645481335.781872988,day,snow,unpaved,junk,,
1645481335.815761089,day,snow,unpaved,junk,,
1645481335.848556995,day,snow,unpaved,junk,,
1645481335.882461071,day,snow,unpaved,junk,,
1645481335.915179014,day,snow,unpaved,junk,,
1645481335.949060917,day,snow,unpaved,junk,,
1645481335.981817961,day,snow,unpaved,junk,,
1645481336.015944004,day,snow,unpaved,junk,,
1645481336.048458099,day,snow,unpaved,junk,,
1645481336.082557917,day,snow,unpaved,junk,,
1645481336.115293980,day,snow,unpaved,junk,,
1645481336.149117947,day,snow,unpaved,junk,,
1645481336.181888103,day,snow,unpaved,junk,,
1645481336.215843916,day,snow,unpaved,junk,,
1645481336.248577118,day,snow,unpaved,junk,,
1645481336.282486916,day,snow,unpaved,junk,,
1645481336.315265894,day,snow,unpaved,junk,,
1645481336.349067926,day,snow,unpaved,stable,,
1645481336.381755114,day,snow,unpaved,stable,,
1645481336.415819883,day,snow,unpaved,stable,,
1645481336.448559046,day,snow,unpaved,stable,,
1645481336.482321978,day,snow,unpaved,stable,,
1645481336.515187979,day,snow,unpaved,stable,,
1645481336.549113035,day,snow,unpaved,stable,,
1645481336.581818104,day,snow,unpaved,stable,,
1645481336.615771055,day,snow,unpaved,stable,,
1645481336.648597956,day,snow,unpaved,stable,,
1645481336.682414055,day,snow,unpaved,stable,,
1645481336.715223074,day,snow,unpaved,stable,,
1645481336.749063969,day,snow,unpaved,stable,,
1645481336.781774998,day,snow,unpaved,stable,,
1645481336.816133976,day,snow,unpaved,stable,,
1645481336.848516941,day,snow,unpaved,stable,,
1645481336.882425070,day,snow,unpaved,stable,,
1645481336.915141106,day,snow,unpaved,stable,,
1645481336.949054003,day,snow,unpaved,stable,,
1645481336.981795073,day,snow,unpaved,stable,,
1645481337.015774012,day,snow,unpaved,stable,,
1645481337.048489094,day,snow,unpaved,stable,,
1645481337.082431078,day,snow,unpaved,stable,,
1645481337.115262032,day,snow,unpaved,stable,,
1645481337.149086952,day,snow,unpaved,stable,,
1645481337.181875944,day,snow,unpaved,stable,,
1645481337.215873003,day,snow,unpaved,stable,,
1645481337.248600006,day,snow,unpaved,stable,,
1645481337.282341003,day,snow,unpaved,stable,,
1645481337.315213919,day,snow,unpaved,stable,,
1645481337.349082947,day,snow,unpaved,stable,,
1645481337.381851912,day,snow,unpaved,stable,,
1645481337.415963888,day,snow,unpaved,stable,,
1645481337.448584080,day,snow,unpaved,stable,,
1645481337.482393980,day,snow,unpaved,stable,,
1645481337.515306950,day,snow,unpaved,stable,,
1645481337.549156904,day,snow,unpaved,stable,,
1645481337.581861019,day,snow,unpaved,stable,,
1645481337.615802050,day,snow,unpaved,stable,,
1645481337.648603916,day,snow,unpaved,stable,,
1645481337.682482958,day,snow,unpaved,stable,,
1645481337.715264082,day,snow,unpaved,stable,,
1645481337.749217033,day,snow,unpaved,stable,,
1645481337.782035112,day,snow,unpaved,stable,,
1645481337.815783978,day,snow,unpaved,stable,,
1645481337.848639965,day,snow,unpaved,stable,,
1645481337.882570028,day,snow,unpaved,stable,,
1645481337.915311098,day,snow,unpaved,stable,,
1645481337.949254990,day,snow,unpaved,stable,,
1645481337.982007980,day,snow,unpaved,stable,,
1645481338.015870094,day,snow,unpaved,stable,,
1645481338.048727036,day,snow,unpaved,stable,,
1645481338.082549095,day,snow,unpaved,stable,,
1645481338.115343094,day,snow,unpaved,stable,,
1645481338.149235964,day,snow,unpaved,stable,,
1645481338.182014942,day,snow,unpaved,stable,,
1645481338.216128111,day,snow,unpaved,stable,,
1645481338.248670101,day,snow,unpaved,stable,,
1645481338.282506943,day,snow,unpaved,stable,,
1645481338.315376043,day,snow,unpaved,stable,,
1645481338.349235058,day,snow,unpaved,stable,,
1645481338.381913900,day,snow,unpaved,stable,,
1645481338.415978909,day,snow,unpaved,stable,,
1645481338.448688984,day,snow,unpaved,stable,,
1645481338.482538939,day,snow,unpaved,stable,,
1645481338.515430927,day,snow,unpaved,stable,,
1645481338.549243927,day,snow,unpaved,stable,,
1645481338.581970930,day,snow,unpaved,stable,,
1645481338.615900993,day,snow,unpaved,stable,,
1645481338.648789883,day,snow,unpaved,stable,,
1645481338.682670116,day,snow,unpaved,stable,,
1645481338.715490103,day,snow,unpaved,stable,,
1645481338.749407053,day,snow,unpaved,stable,,
1645481338.782010078,day,snow,unpaved,stable,,
1645481338.816248894,day,snow,unpaved,stable,,
1645481338.848773003,day,snow,unpaved,stable,,
1645481338.882524967,day,snow,unpaved,stable,,
1645481338.915452957,day,snow,unpaved,stable,,
1645481338.949258089,day,snow,unpaved,stable,,
1645481338.982062101,day,snow,unpaved,stable,,
1645481339.015923023,day,snow,unpaved,stable,,
1645481339.048710108,day,snow,unpaved,stable,,
1645481339.082566023,day,snow,unpaved,stable,,
1645481339.115402937,day,snow,unpaved,stable,,
1645481339.149379015,day,snow,unpaved,stable,,
1645481339.182059050,day,snow,unpaved,stable,,
1645481339.216033936,day,snow,unpaved,stable,,
1645481339.248874903,day,snow,unpaved,stable,,
1645481339.282732010,day,snow,unpaved,stable,,
1645481339.315601110,day,snow,unpaved,stable,,
1645481339.349488974,day,snow,unpaved,stable,,
1645481339.382389069,day,snow,unpaved,stable,,
1645481339.416191101,day,snow,unpaved,stable,,
1645481339.449057102,day,snow,unpaved,stable,,
1645481339.483007908,day,snow,unpaved,stable,,
1645481339.515726089,day,snow,unpaved,stable,,
1645481339.549580097,day,snow,unpaved,stable,,
1645481339.582349062,day,snow,unpaved,stable,,
1645481339.616231918,day,snow,unpaved,stable,,
1645481339.649188042,day,snow,unpaved,stable,,
1645481339.683000088,day,snow,unpaved,stable,,
1645481339.715693951,day,snow,unpaved,stable,,
1645481339.749618053,day,snow,unpaved,stable,,
1645481339.782430887,day,snow,unpaved,stable,,
1645481339.816296101,day,snow,unpaved,stable,,
1645481339.849126101,day,snow,unpaved,stable,,
1645481339.882978916,day,snow,unpaved,stable,,
1645481339.915805101,day,snow,unpaved,stable,,
1645481339.949687004,day,snow,unpaved,stable,,
1645481339.982461929,day,snow,unpaved,stable,,
1645481340.016293049,day,snow,unpaved,stable,,
1645481340.049266100,day,snow,unpaved,stable,,
1645481340.082979918,day,snow,unpaved,stable,,
1645481340.115801096,day,snow,unpaved,stable,,
1645481340.149794102,day,snow,unpaved,stable,,
1645481340.182703018,day,snow,unpaved,stable,,
1645481340.216418982,day,snow,unpaved,stable,,
1645481340.249181032,day,snow,unpaved,stable,,
1645481340.283169031,day,snow,unpaved,stable,,
1645481340.315980911,day,snow,unpaved,stable,,
1645481340.349888086,day,snow,unpaved,stable,,
1645481340.382504940,day,snow,unpaved,stable,,
1645481340.416353941,day,snow,unpaved,stable,,
1645481340.449254036,day,snow,unpaved,stable,,
1645481340.482974052,day,snow,unpaved,stable,,
1645481340.515748978,day,snow,unpaved,stable,,
1645481340.549700975,day,snow,unpaved,stable,,
1645481340.582385063,day,snow,unpaved,stable,,
1645481340.616084099,day,snow,unpaved,stable,,
1645481340.648919106,day,snow,unpaved,stable,,
1645481340.683043003,day,snow,unpaved,stable,,
1645481340.715619087,day,snow,unpaved,stable,,
1645481340.749517918,day,snow,unpaved,stable,,
1645481340.782263994,day,snow,unpaved,stable,,
1645481340.816190958,day,snow,unpaved,stable,,
1645481340.849040985,day,snow,unpaved,stable,,
1645481340.882873058,day,snow,unpaved,stable,,
1645481340.915611982,day,snow,unpaved,stable,,
1645481340.949435949,day,snow,unpaved,stable,,
1645481340.982172966,day,snow,unpaved,stable,,
1645481341.016110897,day,snow,unpaved,stable,,
1645481341.048809052,day,snow,unpaved,stable,,
1645481341.082680941,day,snow,unpaved,stable,,
1645481341.117307901,day,snow,unpaved,stable,,
1645481341.149456024,day,snow,unpaved,stable,,
1645481341.182286978,day,snow,unpaved,stable,,
1645481341.216088057,day,snow,unpaved,stable,,
1645481341.248956919,day,snow,unpaved,stable,,
1645481341.282748938,day,snow,unpaved,stable,,
1645481341.315505981,day,snow,unpaved,stable,,
1645481341.349546909,day,snow,unpaved,stable,,
1645481341.382206917,day,snow,unpaved,stable,,
1645481341.416105986,day,snow,unpaved,stable,,
1645481341.448853016,day,snow,unpaved,stable,,
1645481341.482707024,day,snow,unpaved,stable,,
1645481341.515557051,day,snow,unpaved,stable,,
1645481341.549556017,day,snow,unpaved,stable,,
1645481341.582210064,day,snow,unpaved,stable,,
1645481341.615962029,day,snow,unpaved,stable,,
1645481341.648627996,day,snow,unpaved,stable,,
1645481341.682565928,day,snow,unpaved,stable,,
1645481341.715269089,day,snow,unpaved,stable,,
1645481341.749013901,day,snow,unpaved,stable,,
1645481341.781843901,day,snow,unpaved,stable,,
1645481341.815704107,day,snow,unpaved,stable,,
1645481341.848520994,day,snow,unpaved,stable,,
1645481341.882262945,day,snow,unpaved,stable,,
1645481341.915004015,day,snow,unpaved,stable,,
1645481341.948859930,day,snow,unpaved,stable,,
1645481341.981550932,day,snow,unpaved,stable,,
1645481342.015475035,day,snow,unpaved,stable,,
1645481342.048229933,day,snow,unpaved,stable,,
1645481342.082109928,day,snow,unpaved,stable,,
1645481342.114759922,day,snow,unpaved,stable,,
1645481342.148618937,day,snow,unpaved,stable,,
1645481342.181435108,day,snow,unpaved,stable,,
1645481342.215380907,day,snow,unpaved,stable,,
1645481342.248099089,day,snow,unpaved,stable,,
1645481342.281862974,day,snow,unpaved,stable,,
1645481342.314827919,day,snow,unpaved,stable,,
1645481342.348680019,day,snow,unpaved,stable,,
1645481342.381417990,day,snow,unpaved,stable,,
1645481342.415297985,day,snow,unpaved,stable,,
1645481342.448110104,day,snow,unpaved,stable,,
1645481342.481873989,day,snow,unpaved,stable,,
1645481342.514947891,day,snow,unpaved,stable,,
1645481342.548649073,day,snow,unpaved,stable,,
1645481342.581386089,day,snow,unpaved,stable,,
1645481342.615175962,day,snow,unpaved,stable,,
1645481342.648055077,day,snow,unpaved,stable,,
1645481342.681847095,day,snow,unpaved,stable,,
1645481342.714718103,day,snow,unpaved,stable,,
1645481342.748513937,day,snow,unpaved,stable,,
1645481342.781366110,day,snow,unpaved,stable,,
1645481342.815355062,day,snow,unpaved,stable,,
1645481342.848006010,day,snow,unpaved,stable,,
1645481342.881776094,day,snow,unpaved,stable,,
1645481342.914558887,day,snow,unpaved,stable,,
1645481342.948575020,day,snow,unpaved,stable,,
1645481342.981343031,day,snow,unpaved,stable,,
1645481343.015203953,day,snow,unpaved,stable,,
1645481343.047936916,day,snow,unpaved,stable,,
1645481343.081731081,day,snow,unpaved,stable,,
1645481343.114681005,day,snow,unpaved,stable,,
1645481343.148528099,day,snow,unpaved,stable,,
1645481343.181188107,day,snow,unpaved,stable,,
1645481343.215127945,day,snow,unpaved,stable,,
1645481343.248027086,day,snow,unpaved,stable,,
1645481343.281778097,day,snow,unpaved,stable,,
1645481343.314594030,day,snow,unpaved,stable,,
1645481343.348526001,day,snow,unpaved,stable,,
1645481343.381196976,day,snow,unpaved,stable,,
1645481343.415137053,day,snow,unpaved,stable,,
1645481343.447988033,day,snow,unpaved,stable,,
1645481343.481837988,day,snow,unpaved,stable,,
1645481343.514692068,day,snow,unpaved,stable,,
1645481343.548651934,day,snow,unpaved,stable,,
1645481343.581300974,day,snow,unpaved,stable,,
1645481343.615206003,day,snow,unpaved,stable,,
1645481343.648070097,day,snow,unpaved,stable,,
1645481343.681821108,day,snow,unpaved,stable,,
1645481343.714694023,day,snow,unpaved,stable,,
1645481343.748543978,day,snow,unpaved,stable,,
1645481343.781331062,day,snow,unpaved,stable,,
1645481343.815102100,day,snow,unpaved,stable,,
1645481343.847923994,day,snow,unpaved,stable,,
1645481343.881787062,day,snow,unpaved,stable,,
1645481343.914606094,day,snow,unpaved,stable,,
1645481343.948585033,day,snow,unpaved,stable,,
1645481343.981316090,day,snow,unpaved,stable,,
1645481344.015058994,day,snow,unpaved,stable,,
1645481344.047960997,day,snow,unpaved,stable,,
1645481344.081763029,day,snow,unpaved,stable,,
1645481344.114600897,day,snow,unpaved,stable,,
1645481344.148494005,day,snow,unpaved,stable,,
1645481344.181340933,day,snow,unpaved,stable,,
1645481344.215233088,day,snow,unpaved,stable,,
1645481344.248065948,day,snow,unpaved,stable,,
1645481344.281694889,day,snow,unpaved,stable,,
1645481344.314620972,day,snow,unpaved,stable,,
1645481344.348438025,day,snow,unpaved,stable,,
1645481344.381350994,day,snow,unpaved,stable,,
1645481344.415105104,day,snow,unpaved,stable,,
1645481344.447988987,day,snow,unpaved,stable,,
1645481344.481848955,day,snow,unpaved,stable,,
1645481344.514653921,day,snow,unpaved,stable,,
1645481344.548418045,day,snow,unpaved,stable,,
1645481344.581285000,day,snow,unpaved,stable,,
1645481344.615241051,day,snow,unpaved,stable,,
1645481344.648010015,day,snow,unpaved,stable,,
1645481344.681760073,day,snow,unpaved,stable,,
1645481344.714632034,day,snow,unpaved,stable,,
1645481344.748737097,day,snow,unpaved,stable,,
1645481344.781260967,day,snow,unpaved,stable,,
1645481344.815116882,day,snow,unpaved,stable,,
1645481344.847991943,day,snow,unpaved,stable,,
1645481344.881772995,day,snow,unpaved,stable,,
1645481344.914541960,day,snow,unpaved,stable,,
1645481344.948393106,day,snow,unpaved,stable,,
1645481344.981031895,day,snow,unpaved,stable,,
1645481345.015130043,day,snow,unpaved,stable,,
1645481345.047770977,day,snow,unpaved,stable,,
1645481345.081578016,day,snow,unpaved,stable,,
1645481345.114397049,day,snow,unpaved,stable,,
1645481345.148228884,day,snow,unpaved,stable,,
1645481345.181041002,day,snow,unpaved,stable,,
1645481345.214885950,day,snow,unpaved,stable,,
1645481345.247625113,day,snow,unpaved,stable,,
1645481345.281476021,day,snow,unpaved,stable,,
1645481345.314348936,day,snow,unpaved,stable,,
1645481345.348064899,day,snow,unpaved,stable,,
1645481345.380878925,day,snow,unpaved,stable,,
